,element_type,now_cost,total_points,id
2496,3,64,80,2496
2497,4,64,86,2497
2498,2,64,91,2498
2499,3,64,80,2499
2500,2,64,97,2500
2501,4,64,70,2501
2502,2,64,52,2502
2503,2,64,48,2503
2504,4,64,84,2504
2505,4,64,84,2505
2506,4,64,88,2506
2507,2,64,93,2507
2508,4,64,81,2508
2509,4,64,73,2509
2510,2,64,54,2510
2511,4,64,73,2511
2512,4,64,95,2512
2513,2,64,101,2513
2514,2,64,53,2514
2515,4,64,75,2515
2516,2,64,69,2516
2517,4,64,81,2517
2518,2,64,90,2518
2519,3,64,80,2519
2520,3,64,80,2520
2521,4,64,87,2521
2522,3,64,80,2522
2523,3,64,80,2523
2524,3,64,80,2524
2525,3,64,80,2525
2526,4,64,86,2526
2527,3,64,80,2527
2528,2,64,98,2528
2529,4,64,77,2529
2530,2,64,93,2530
2531,4,64,81,2531
2532,3,64,80,2532
2533,2,64,79,2533
2534,4,64,76,2534
2535,4,64,71,2535
2536,2,64,109,2536
2537,3,64,80,2537
2538,2,64,61,2538
2539,4,64,74,2539
2540,4,64,85,2540
2541,2,64,79,2541
2542,4,64,76,2542
2543,3,64,80,2543
2544,2,64,78,2544
2545,4,64,65,2545
2546,4,64,69,2546
2547,2,64,103,2547
2548,4,64,72,2548
2549,4,64,86,2549
2550,2,64,91,2550
2551,3,64,80,2551
2552,4,64,69,2552
2553,4,64,69,2553
2554,2,65,106,2554
2555,2,65,72,2555
2556,4,65,82,2556
2557,2,65,68,2557
2558,4,65,82,2558
2559,2,65,99,2559
2560,2,65,73,2560
2561,2,65,89,2561
2562,4,65,82,2562
2563,2,65,67,2563
2564,4,65,82,2564
2565,4,65,82,2565
2566,4,65,82,2566
2567,2,65,70,2567
2568,2,65,64,2568
2569,2,65,102,2569
2570,4,65,82,2570
2571,4,65,82,2571
2572,4,65,82,2572
2573,4,65,82,2573
2574,4,65,82,2574
2575,4,65,82,2575
2576,4,65,82,2576
2577,2,65,91,2577
2578,2,65,75,2578
2579,2,65,95,2579
2580,2,65,71,2580
2581,4,65,82,2581
2582,2,65,104,2582
2583,4,65,82,2583
2584,4,65,82,2584
2585,4,65,82,2585
2586,4,65,82,2586
2587,4,65,82,2587
2588,2,65,98,2588
2589,4,65,82,2589
2590,2,65,98,2590
2591,2,65,90,2591
2592,4,65,82,2592
2593,2,65,101,2593
2594,4,65,82,2594
2595,2,65,67,2595
2596,4,65,82,2596
2597,4,65,82,2597
2598,2,65,103,2598
2599,2,65,59,2599
2600,4,65,82,2600
2601,4,65,82,2601
2602,2,65,103,2602
2603,2,65,83,2603
2604,2,65,98,2604
2605,4,65,82,2605
2606,2,65,88,2606
2607,2,65,70,2607
2608,2,65,81,2608
2609,4,65,82,2609
2610,2,65,65,2610
2611,4,65,82,2611
2612,2,65,99,2612
2613,4,65,82,2613
2614,2,65,97,2614
2615,4,65,82,2615
2616,2,65,90,2616
2617,2,65,71,2617
2618,2,65,102,2618
2619,2,65,85,2619
2620,2,65,87,2620
2621,2,65,72,2621
2622,2,65,69,2622
2623,2,65,78,2623
2624,2,65,101,2624
2625,4,65,82,2625
2626,2,65,79,2626
2627,2,65,58,2627
2628,4,65,82,2628
2629,4,65,82,2629
2630,2,65,60,2630
2631,2,65,93,2631
2632,2,65,62,2632
2633,4,65,82,2633
2634,2,65,93,2634
2635,4,65,82,2635
2636,4,65,82,2636
2637,4,65,82,2637
2638,2,65,90,2638
2639,4,65,82,2639
2640,2,65,70,2640
2641,4,65,82,2641
2642,2,65,73,2642
2643,4,65,82,2643
2644,3,66,94,2644
2645,4,66,83,2645
2646,3,66,86,2646
2647,4,66,109,2647
2648,3,66,78,2648
2649,4,66,102,2649
2650,3,66,82,2650
2651,3,66,88,2651
2652,3,66,83,2652
2653,3,66,90,2653
2654,3,66,79,2654
2655,3,66,93,2655
2656,4,66,82,2656
2657,4,66,80,2657
2658,4,66,79,2658
2659,3,66,94,2659
2660,4,66,88,2660
2661,4,66,90,2661
2662,4,66,85,2662
2663,4,66,80,2663
2664,4,66,63,2664
2665,3,66,81,2665
2666,4,66,81,2666
2667,3,66,85,2667
2668,3,66,90,2668
2669,3,66,79,2669
2670,4,66,61,2670
2671,4,66,82,2671
2672,4,66,86,2672
2673,4,66,81,2673
2674,3,66,91,2674
2675,4,66,81,2675
2676,3,66,84,2676
2677,4,66,83,2677
2678,4,66,84,2678
2679,3,66,88,2679
2680,3,66,83,2680
2681,3,66,82,2681
2682,3,66,79,2682
2683,4,66,82,2683
2684,3,66,91,2684
2685,3,66,84,2685
2686,3,66,86,2686
2687,4,66,71,2687
2688,3,66,87,2688
2689,3,66,81,2689
2690,4,66,89,2690
2691,4,66,107,2691
2692,4,66,78,2692
2693,3,66,91,2693
2694,3,66,80,2694
2695,4,66,81,2695
2696,4,66,84,2696
2697,4,66,87,2697
2698,3,66,87,2698
2699,4,66,88,2699
2700,4,66,81,2700
2701,3,66,87,2701
2702,4,66,101,2702
2703,3,66,87,2703
2704,4,66,81,2704
2705,4,66,64,2705
2706,4,66,98,2706
2707,4,66,92,2707
2708,4,66,82,2708
2709,4,66,86,2709
2710,4,66,111,2710
2711,3,66,83,2711
2712,4,66,87,2712
2713,3,66,90,2713
2714,3,66,82,2714
2715,3,66,80,2715
2716,4,66,86,2716
2717,4,66,87,2717
2718,4,66,90,2718
2719,3,66,84,2719
2720,4,66,65,2720
2721,4,66,66,2721
2722,4,66,86,2722
2723,4,66,80,2723
2724,3,66,94,2724
2725,4,66,59,2725
2726,4,66,90,2726
2727,3,66,81,2727
2728,4,66,106,2728
2729,4,66,87,2729
2730,4,66,89,2730
2731,3,67,105,2731
2732,2,67,93,2732
2733,2,67,98,2733
2734,3,67,60,2734
2735,2,67,51,2735
2736,3,67,81,2736
2737,3,67,110,2737
2738,3,67,84,2738
2739,2,67,116,2739
2740,3,67,112,2740
2741,3,67,103,2741
2742,3,67,111,2742
2743,2,67,123,2743
2744,3,67,87,2744
2745,3,67,63,2745
2746,3,67,90,2746
2747,3,67,61,2747
2748,3,67,94,2748
2749,3,67,90,2749
2750,2,67,57,2750
2751,3,67,110,2751
2752,3,67,106,2752
2753,3,67,88,2753
2754,2,67,107,2754
2755,3,67,91,2755
2756,3,67,81,2756
2757,3,67,112,2757
2758,3,67,94,2758
2759,3,67,82,2759
2760,3,67,83,2760
2761,3,67,93,2761
2762,3,67,89,2762
2763,3,67,105,2763
2764,2,67,115,2764
2765,3,67,94,2765
2766,2,67,77,2766
2767,3,67,87,2767
2768,3,67,78,2768
2769,3,67,108,2769
2770,2,67,61,2770
2771,3,67,93,2771
2772,3,67,59,2772
2773,3,67,89,2773
2774,3,67,73,2774
2775,3,67,104,2775
2776,2,67,91,2776
2777,3,67,86,2777
2778,3,67,87,2778
2779,3,67,96,2779
2780,3,67,69,2780
2781,2,67,76,2781
2782,3,67,82,2782
2783,3,67,103,2783
2784,3,67,100,2784
2785,2,67,86,2785
2786,2,67,80,2786
2787,3,67,82,2787
2788,3,67,92,2788
2789,3,67,87,2789
2790,3,67,87,2790
2791,3,67,86,2791
2792,3,67,90,2792
2793,3,67,93,2793
2794,3,67,112,2794
2795,3,67,86,2795
2796,3,67,90,2796
2797,2,67,115,2797
2798,2,67,62,2798
2799,3,67,65,2799
2800,3,67,85,2800
2801,3,67,79,2801
2802,2,67,100,2802
2803,3,67,61,2803
2804,3,67,75,2804
2805,3,67,74,2805
2806,3,67,70,2806
2807,3,67,62,2807
2808,3,67,84,2808
2809,2,67,105,2809
2810,3,67,75,2810
2811,2,67,108,2811
2812,3,67,81,2812
2813,3,67,71,2813
2814,3,67,80,2814
2815,3,67,102,2815
2816,3,67,111,2816
2817,3,67,81,2817
2818,3,67,65,2818
2819,3,68,75,2819
2820,3,68,89,2820
2821,3,68,87,2821
2822,4,68,86,2822
2823,3,68,73,2823
2824,4,68,95,2824
2825,3,68,88,2825
2826,4,68,89,2826
2827,3,68,91,2827
2828,4,68,96,2828
2829,3,68,90,2829
2830,4,68,96,2830
2831,3,68,78,2831
2832,3,68,96,2832
2833,3,68,60,2833
2834,3,68,117,2834
2835,3,68,103,2835
2836,3,68,72,2836
2837,3,68,88,2837
2838,3,68,89,2838
2839,4,68,92,2839
2840,4,68,88,2840
2841,3,68,89,2841
2842,3,68,102,2842
2843,4,68,87,2843
2844,3,68,89,2844
2845,3,68,88,2845
2846,3,68,89,2846
2847,4,68,83,2847
2848,3,68,91,2848
2849,3,68,70,2849
2850,4,68,85,2850
2851,4,68,92,2851
2852,3,68,70,2852
2853,3,68,89,2853
2854,3,68,90,2854
2855,4,68,90,2855
2856,4,68,87,2856
2857,3,68,89,2857
2858,3,68,108,2858
2859,3,68,101,2859
2860,3,68,89,2860
2861,3,68,90,2861
2862,3,68,92,2862
2863,3,68,91,2863
2864,3,68,76,2864
2865,4,68,88,2865
2866,4,68,96,2866
2867,3,68,92,2867
2868,4,68,92,2868
2869,3,68,61,2869
2870,4,68,88,2870
2871,3,68,98,2871
2872,3,68,113,2872
2873,3,68,92,2873
2874,3,68,63,2874
2875,4,68,93,2875
2876,4,68,84,2876
2877,4,68,91,2877
2878,3,68,68,2878
2879,3,68,90,2879
2880,3,68,91,2880
2881,3,68,89,2881
2882,4,68,86,2882
2883,4,68,93,2883
2884,4,68,91,2884
2885,3,68,90,2885
2886,3,68,91,2886
2887,3,68,105,2887
2888,3,68,69,2888
2889,3,68,122,2889
2890,4,68,83,2890
2891,3,68,88,2891
2892,3,68,89,2892
2893,4,68,94,2893
2894,4,68,91,2894
2895,3,68,79,2895
2896,3,68,88,2896
2897,3,68,89,2897
2898,4,68,83,2898
2899,3,68,90,2899
2900,3,68,90,2900
2901,3,68,91,2901
2902,4,68,92,2902
2903,3,68,89,2903
2904,4,68,90,2904
2905,3,68,88,2905
2906,3,68,88,2906
2907,3,68,122,2907
2908,4,69,85,2908
2909,4,69,92,2909
2910,4,69,86,2910
2911,3,69,96,2911
2912,3,69,92,2912
2913,4,69,88,2913
2914,3,69,108,2914
2915,4,69,87,2915
2916,4,69,92,2916
2917,2,69,121,2917
2918,4,69,92,2918
2919,2,69,87,2919
2920,3,69,92,2920
2921,4,69,95,2921
2922,3,69,110,2922
2923,2,69,91,2923
2924,4,69,97,2924
2925,3,69,78,2925
2926,4,69,93,2926
2927,2,69,69,2927
2928,2,69,63,2928
2929,3,69,92,2929
2930,3,69,92,2930
2931,4,69,95,2931
2932,4,69,86,2932
2933,4,69,88,2933
2934,4,69,96,2934
2935,4,69,87,2935
2936,4,69,100,2936
2937,3,69,76,2937
2938,4,69,97,2938
2939,2,69,78,2939
2940,4,69,95,2940
2941,3,69,92,2941
2942,4,69,98,2942
2943,3,69,82,2943
2944,2,69,90,2944
2945,3,69,92,2945
2946,2,69,98,2946
2947,3,69,92,2947
2948,4,69,100,2948
2949,2,69,76,2949
2950,2,69,107,2950
2951,4,69,91,2951
2952,3,69,92,2952
2953,4,69,97,2953
2954,4,69,87,2954
2955,2,69,84,2955
2956,3,69,92,2956
2957,4,69,95,2957
2958,4,69,86,2958
2959,3,69,114,2959
2960,4,69,93,2960
2961,2,69,121,2961
2962,3,69,83,2962
2963,4,69,93,2963
2964,3,69,92,2964
2965,4,69,89,2965
2966,4,69,85,2966
2967,3,69,85,2967
2968,4,69,98,2968
2969,3,69,92,2969
2970,3,69,92,2970
2971,3,69,78,2971
2972,2,69,100,2972
2973,3,69,92,2973
2974,3,69,92,2974
2975,4,69,89,2975
2976,3,69,71,2976
2977,4,69,93,2977
2978,4,69,91,2978
2979,4,69,95,2979
2980,4,69,95,2980
2981,2,69,65,2981
2982,2,69,104,2982
2983,2,69,116,2983
2984,2,69,70,2984
2985,4,69,84,2985
2986,3,69,74,2986
2987,2,69,62,2987
2988,3,69,92,2988
2989,3,69,96,2989
2990,3,69,92,2990
2991,3,69,103,2991
2992,3,69,92,2992
2993,4,69,86,2993
2994,4,69,92,2994
2995,3,70,96,2995
2996,3,70,92,2996
2997,3,70,102,2997
2998,3,70,100,2998
2999,3,70,101,2999
3000,3,70,91,3000
3001,3,70,90,3001
3002,3,70,100,3002
3003,3,70,79,3003
3004,3,70,109,3004
3005,3,70,92,3005
3006,3,70,85,3006
3007,3,70,118,3007
3008,3,70,90,3008
3009,3,70,107,3009
3010,3,70,100,3010
3011,3,70,86,3011
3012,3,70,105,3012
3013,3,70,121,3013
3014,3,70,111,3014
3015,3,70,96,3015
3016,3,70,117,3016
3017,3,70,81,3017
3018,3,70,104,3018
3019,3,70,86,3019
3020,3,70,87,3020
3021,3,70,99,3021
3022,3,70,66,3022
3023,3,70,118,3023
3024,3,70,123,3024
3025,3,70,111,3025
3026,3,70,78,3026
3027,3,70,113,3027
3028,3,70,89,3028
3029,3,70,102,3029
3030,3,70,95,3030
3031,3,70,89,3031
3032,3,70,115,3032
3033,3,70,72,3033
3034,3,70,104,3034
3035,3,70,79,3035
3036,3,70,87,3036
3037,3,70,102,3037
3038,3,70,85,3038
3039,3,70,97,3039
3040,3,70,99,3040
3041,3,70,97,3041
3042,3,70,73,3042
3043,3,70,88,3043
3044,3,70,80,3044
3045,3,70,85,3045
3046,3,70,102,3046
3047,3,70,95,3047
3048,3,70,95,3048
3049,3,70,109,3049
3050,3,70,101,3050
3051,3,70,97,3051
3052,3,70,95,3052
3053,3,70,85,3053
3054,3,70,68,3054
3055,3,70,96,3055
3056,3,70,75,3056
3057,3,70,104,3057
3058,3,70,89,3058
3059,3,70,89,3059
3060,3,70,100,3060
3061,3,70,115,3061
3062,3,70,101,3062
3063,3,70,99,3063
3064,3,70,92,3064
3065,3,70,92,3065
3066,3,70,77,3066
3067,3,70,80,3067
3068,3,70,79,3068
3069,3,70,74,3069
3070,3,70,88,3070
3071,3,70,82,3071
3072,3,70,92,3072
3073,3,70,117,3073
3074,3,70,117,3074
3075,3,70,70,3075
3076,3,70,105,3076
3077,3,70,119,3077
3078,3,70,105,3078
3079,3,70,98,3079
3080,3,70,101,3080
3081,3,70,100,3081
3082,3,70,114,3082
3083,3,71,100,3083
3084,3,71,120,3084
3085,3,71,111,3085
3086,3,71,98,3086
3087,3,71,107,3087
3088,3,71,96,3088
3089,3,71,99,3089
3090,3,71,99,3090
3091,3,71,75,3091
3092,3,71,109,3092
3093,3,71,87,3093
3094,3,71,97,3094
3095,3,71,97,3095
3096,3,71,95,3096
3097,3,71,97,3097
3098,3,71,99,3098
3099,3,71,94,3099
3100,3,71,97,3100
3101,3,71,95,3101
3102,3,71,90,3102
3103,3,71,98,3103
3104,3,71,114,3104
3105,3,71,97,3105
3106,3,71,94,3106
3107,3,71,98,3107
3108,3,71,98,3108
3109,3,71,98,3109
3110,3,71,95,3110
3111,3,71,97,3111
3112,3,71,100,3112
3113,3,71,98,3113
3114,3,71,94,3114
3115,3,71,97,3115
3116,3,71,91,3116
3117,3,71,103,3117
3118,3,71,110,3118
3119,3,71,80,3119
3120,3,71,91,3120
3121,3,71,100,3121
3122,3,71,98,3122
3123,3,71,96,3123
3124,3,71,104,3124
3125,3,71,98,3125
3126,3,71,92,3126
3127,3,71,104,3127
3128,3,71,99,3128
3129,3,71,97,3129
3130,3,71,96,3130
3131,3,71,95,3131
3132,3,71,115,3132
3133,3,71,96,3133
3134,3,71,97,3134
3135,3,71,97,3135
3136,3,71,96,3136
3137,3,71,99,3137
3138,3,71,100,3138
3139,3,71,96,3139
3140,3,71,103,3140
3141,3,71,97,3141
3142,3,71,99,3142
3143,3,71,96,3143
3144,3,71,96,3144
3145,3,71,94,3145
3146,3,71,115,3146
3147,3,71,103,3147
3148,3,71,98,3148
3149,3,71,75,3149
3150,3,71,94,3150
3151,3,71,96,3151
3152,3,71,77,3152
3153,3,71,101,3153
3154,3,71,97,3154
3155,3,71,95,3155
3156,3,71,96,3156
3157,3,71,116,3157
3158,3,71,105,3158
3159,3,71,100,3159
3160,3,71,105,3160
3161,3,71,85,3161
3162,3,71,118,3162
3163,3,71,98,3163
3164,3,71,97,3164
3165,3,71,118,3165
3166,3,71,97,3166
3167,3,71,114,3167
3168,3,71,96,3168
3169,3,71,99,3169
3170,3,71,99,3170
3171,3,72,90,3171
3172,3,72,104,3172
3173,3,72,88,3173
3174,4,72,113,3174
3175,4,72,97,3175
3176,4,72,78,3176
3177,3,72,95,3177
3178,3,72,74,3178
3179,3,72,72,3179
3180,3,72,97,3180
3181,3,72,94,3181
3182,3,72,87,3182
3183,3,72,97,3183
3184,4,72,98,3184
3185,3,72,107,3185
3186,3,72,117,3186
3187,4,72,123,3187
3188,3,72,103,3188
3189,3,72,70,3189
3190,3,72,113,3190
3191,3,72,116,3191
3192,3,72,111,3192
3193,3,72,115,3193
3194,3,72,109,3194
3195,3,72,113,3195
3196,3,72,117,3196
3197,3,72,92,3197
3198,3,72,87,3198
3199,3,72,103,3199
3200,4,72,86,3200
3201,3,72,72,3201
3202,3,72,97,3202
3203,3,72,104,3203
3204,3,72,100,3204
3205,3,72,96,3205
3206,4,72,103,3206
3207,4,72,90,3207
3208,3,72,111,3208
3209,3,72,96,3209
3210,4,72,77,3210
3211,4,72,74,3211
3212,4,72,100,3212
3213,4,72,117,3213
3214,3,72,131,3214
3215,3,72,107,3215
3216,4,72,115,3216
3217,3,72,121,3217
3218,3,72,79,3218
3219,3,72,109,3219
3220,4,72,118,3220
3221,3,72,106,3221
3222,3,72,134,3222
3223,3,72,106,3223
3224,3,72,124,3224
3225,3,72,81,3225
3226,4,72,84,3226
3227,3,72,126,3227
3228,3,72,103,3228
3229,3,72,74,3229
3230,4,72,123,3230
3231,3,72,80,3231
3232,3,72,83,3232
3233,3,72,106,3233
3234,3,72,115,3234
3235,4,72,112,3235
3236,3,72,120,3236
3237,3,72,100,3237
3238,3,72,93,3238
3239,3,72,120,3239
3240,4,72,114,3240
3241,3,72,102,3241
3242,3,72,103,3242
3243,3,72,96,3243
3244,4,72,121,3244
3245,3,72,87,3245
3246,3,72,97,3246
3247,3,72,110,3247
3248,4,72,88,3248
3249,4,72,125,3249
3250,3,72,68,3250
3251,3,72,96,3251
3252,3,72,65,3252
3253,3,72,66,3253
3254,3,72,83,3254
3255,3,72,92,3255
3256,3,72,102,3256
3257,4,72,92,3257
3258,4,73,99,3258
3259,4,73,104,3259
3260,4,73,102,3260
3261,4,73,96,3261
3262,4,73,105,3262
3263,4,73,108,3263
3264,4,73,100,3264
3265,4,73,98,3265
3266,4,73,107,3266
3267,4,73,100,3267
3268,4,73,95,3268
3269,4,73,105,3269
3270,4,73,98,3270
3271,4,73,99,3271
3272,4,73,95,3272
3273,4,73,97,3273
3274,4,73,104,3274
3275,4,73,99,3275
3276,4,73,96,3276
3277,4,73,104,3277
3278,4,73,96,3278
3279,4,73,103,3279
3280,4,73,107,3280
3281,4,73,109,3281
3282,4,73,105,3282
3283,4,73,99,3283
3284,4,73,98,3284
3285,4,73,101,3285
3286,4,73,98,3286
3287,4,73,105,3287
3288,4,73,107,3288
3289,4,73,98,3289
3290,4,73,105,3290
3291,4,73,100,3291
3292,4,73,108,3292
3293,4,73,99,3293
3294,4,73,108,3294
3295,4,73,102,3295
3296,4,73,95,3296
3297,4,73,107,3297
3298,4,73,108,3298
3299,4,73,95,3299
3300,4,73,107,3300
3301,4,73,108,3301
3302,4,73,100,3302
3303,4,73,96,3303
3304,4,73,106,3304
3305,4,73,104,3305
3306,4,73,105,3306
3307,4,73,109,3307
3308,4,73,107,3308
3309,4,73,102,3309
3310,4,73,104,3310
3311,4,73,98,3311
3312,4,73,109,3312
3313,4,73,101,3313
3314,4,73,102,3314
3315,4,73,102,3315
3316,4,73,105,3316
3317,4,73,100,3317
3318,4,73,108,3318
3319,4,73,98,3319
3320,4,73,103,3320
3321,4,73,107,3321
3322,4,73,95,3322
3323,4,73,102,3323
3324,4,73,98,3324
3325,4,73,98,3325
3326,4,73,103,3326
3327,4,73,100,3327
3328,4,73,95,3328
3329,4,73,97,3329
3330,4,73,108,3330
3331,4,73,108,3331
3332,4,73,101,3332
3333,4,73,108,3333
3334,4,73,97,3334
3335,4,73,95,3335
3336,4,73,109,3336
3337,4,73,98,3337
3338,4,73,101,3338
3339,4,73,100,3339
3340,4,73,98,3340
3341,4,73,98,3341
3342,4,73,97,3342
3343,4,73,101,3343
3344,4,73,96,3344
3345,4,73,100,3345
3346,4,73,100,3346
3347,4,73,102,3347
3348,4,73,109,3348
3349,3,74,95,3349
3350,4,74,83,3350
3351,3,74,126,3351
3352,3,74,116,3352
3353,4,74,83,3353
3354,4,74,79,3354
3355,4,74,90,3355
3356,3,74,78,3356
3357,3,74,118,3357
3358,3,74,136,3358
3359,3,74,94,3359
3360,4,74,137,3360
3361,3,74,88,3361
3362,3,74,83,3362
3363,3,74,129,3363
3364,4,74,96,3364
3365,4,74,137,3365
3366,4,74,77,3366
3367,3,74,134,3367
3368,3,74,99,3368
3369,3,74,70,3369
3370,3,74,124,3370
3371,4,74,99,3371
3372,3,74,102,3372
3373,4,74,133,3373
3374,4,74,127,3374
3375,4,74,129,3375
3376,3,74,125,3376
3377,3,74,97,3377
3378,4,74,134,3378
3379,4,74,116,3379
3380,4,74,119,3380
3381,4,74,104,3381
3382,4,74,93,3382
3383,3,74,130,3383
3384,3,74,122,3384
3385,3,74,70,3385
3386,3,74,101,3386
3387,4,74,81,3387
3388,4,74,92,3388
3389,3,74,87,3389
3390,3,74,131,3390
3391,3,74,136,3391
3392,4,74,98,3392
3393,4,74,98,3393
3394,4,74,97,3394
3395,3,74,70,3395
3396,4,74,106,3396
3397,3,74,106,3397
3398,3,74,123,3398
3399,3,74,115,3399
3400,4,74,74,3400
3401,4,74,118,3401
3402,4,74,126,3402
3403,3,74,80,3403
3404,4,74,113,3404
3405,4,74,89,3405
3406,3,74,129,3406
3407,4,74,124,3407
3408,3,74,140,3408
3409,4,74,126,3409
3410,3,74,140,3410
3411,4,74,77,3411
3412,4,74,120,3412
3413,4,74,105,3413
3414,4,74,124,3414
3415,4,74,122,3415
3416,4,74,82,3416
3417,3,74,129,3417
3418,3,74,127,3418
3419,4,74,91,3419
3420,3,74,139,3420
3421,4,74,122,3421
3422,4,74,109,3422
3423,4,74,99,3423
3424,4,74,96,3424
3425,3,74,82,3425
3426,4,74,76,3426
3427,4,74,120,3427
3428,4,74,136,3428
3429,3,74,105,3429
3430,4,74,135,3430
3431,3,74,73,3431
3432,4,74,89,3432
3433,3,74,75,3433
3434,4,74,89,3434
3435,3,74,91,3435
3436,4,74,112,3436
3437,4,74,104,3437
3438,3,74,69,3438
3439,3,75,80,3439
3440,3,75,118,3440
3441,3,75,110,3441
3442,3,75,79,3442
3443,4,75,106,3443
3444,3,75,77,3444
3445,4,75,111,3445
3446,4,75,100,3446
3447,4,75,96,3447
3448,4,75,109,3448
3449,4,75,104,3449
3450,4,75,110,3450
3451,4,75,118,3451
3452,3,75,100,3452
3453,3,75,81,3453
3454,4,75,112,3454
3455,3,75,110,3455
3456,3,75,135,3456
3457,3,75,126,3457
3458,3,75,125,3458
3459,4,75,111,3459
3460,3,75,85,3460
3461,4,75,99,3461
3462,3,75,123,3462
3463,3,75,88,3463
3464,3,75,92,3464
3465,3,75,137,3465
3466,3,75,92,3466
3467,4,75,98,3467
3468,4,75,104,3468
3469,3,75,79,3469
3470,3,75,85,3470
3471,3,75,80,3471
3472,4,75,116,3472
3473,3,75,77,3473
3474,3,75,97,3474
3475,4,75,118,3475
3476,3,75,93,3476
3477,3,75,97,3477
3478,3,75,121,3478
3479,4,75,117,3479
3480,3,75,129,3480
3481,4,75,111,3481
3482,3,75,114,3482
3483,3,75,131,3483
3484,4,75,96,3484
3485,3,75,101,3485
3486,3,75,98,3486
3487,3,75,116,3487
3488,4,75,106,3488
3489,3,75,130,3489
3490,4,75,110,3490
3491,3,75,96,3491
3492,3,75,86,3492
3493,3,75,135,3493
3494,4,75,112,3494
3495,4,75,109,3495
3496,4,75,98,3496
3497,4,75,108,3497
3498,3,75,86,3498
3499,4,75,116,3499
3500,3,75,125,3500
3501,3,75,117,3501
3502,4,75,105,3502
3503,4,75,103,3503
3504,3,75,121,3504
3505,4,75,117,3505
3506,3,75,127,3506
3507,3,75,95,3507
3508,3,75,77,3508
3509,3,75,118,3509
3510,3,75,127,3510
3511,3,75,99,3511
3512,3,75,124,3512
3513,4,75,112,3513
3514,4,75,103,3514
3515,3,75,97,3515
3516,4,75,118,3516
3517,4,75,107,3517
3518,4,75,107,3518
3519,3,75,137,3519
3520,4,75,105,3520
3521,4,75,115,3521
3522,3,75,103,3522
3523,3,75,120,3523
3524,3,75,102,3524
3525,4,75,108,3525
3526,4,75,107,3526
3527,4,75,110,3527
3528,3,76,111,3528
3529,3,76,101,3529
3530,3,76,102,3530
3531,3,76,107,3531
3532,3,76,102,3532
3533,3,76,102,3533
3534,3,76,110,3534
3535,3,76,99,3535
3536,3,76,121,3536
3537,3,76,117,3537
3538,3,76,104,3538
3539,3,76,112,3539
3540,3,76,120,3540
3541,3,76,111,3541
3542,3,76,100,3542
3543,3,76,113,3543
3544,3,76,109,3544
3545,3,76,112,3545
3546,3,76,116,3546
3547,3,76,113,3547
3548,3,76,117,3548
3549,3,76,107,3549
3550,3,76,117,3550
3551,3,76,114,3551
3552,3,76,115,3552
3553,3,76,113,3553
3554,3,76,109,3554
3555,3,76,119,3555
3556,3,76,112,3556
3557,3,76,99,3557
3558,3,76,110,3558
3559,3,76,111,3559
3560,3,76,116,3560
3561,3,76,121,3561
3562,3,76,121,3562
3563,3,76,104,3563
3564,3,76,101,3564
3565,3,76,112,3565
3566,3,76,117,3566
3567,3,76,112,3567
3568,3,76,104,3568
3569,3,76,110,3569
3570,3,76,109,3570
3571,3,76,101,3571
3572,3,76,111,3572
3573,3,76,104,3573
3574,3,76,116,3574
3575,3,76,115,3575
3576,3,76,103,3576
3577,3,76,108,3577
3578,3,76,114,3578
3579,3,76,117,3579
3580,3,76,115,3580
3581,3,76,101,3581
3582,3,76,121,3582
3583,3,76,114,3583
3584,3,76,99,3584
3585,3,76,117,3585
3586,3,76,112,3586
3587,3,76,105,3587
3588,3,76,103,3588
3589,3,76,121,3589
3590,3,76,118,3590
3591,3,76,101,3591
3592,3,76,116,3592
3593,3,76,106,3593
3594,3,76,106,3594
3595,3,76,108,3595
3596,3,76,113,3596
3597,3,76,100,3597
3598,3,76,117,3598
3599,3,76,100,3599
3600,3,76,101,3600
3601,3,76,105,3601
3602,3,76,118,3602
3603,3,76,106,3603
3604,3,76,108,3604
3605,3,76,106,3605
3606,3,76,119,3606
3607,3,76,106,3607
3608,3,76,117,3608
3609,3,76,103,3609
3610,3,76,100,3610
3611,3,76,121,3611
3612,3,76,106,3612
3613,3,76,104,3613
3614,3,76,113,3614
3615,3,76,106,3615
3616,3,76,107,3616
3617,3,76,106,3617
3618,3,76,117,3618
3619,3,77,103,3619
3620,3,77,132,3620
3621,3,77,103,3621
3622,3,77,101,3622
3623,3,77,101,3623
3624,3,77,125,3624
3625,3,77,114,3625
3626,3,77,96,3626
3627,3,77,101,3627
3628,3,77,100,3628
3629,3,77,99,3629
3630,3,77,99,3630
3631,3,77,129,3631
3632,3,77,114,3632
3633,3,77,101,3633
3634,3,77,98,3634
3635,3,77,119,3635
3636,3,77,113,3636
3637,3,77,124,3637
3638,3,77,111,3638
3639,3,77,121,3639
3640,3,77,129,3640
3641,3,77,100,3641
3642,3,77,101,3642
3643,3,77,123,3643
3644,3,77,95,3644
3645,3,77,92,3645
3646,3,77,116,3646
3647,3,77,100,3647
3648,3,77,110,3648
3649,3,77,103,3649
3650,3,77,96,3650
3651,3,77,104,3651
3652,3,77,120,3652
3653,3,77,126,3653
3654,3,77,115,3654
3655,3,77,104,3655
3656,3,77,121,3656
3657,3,77,96,3657
3658,3,77,116,3658
3659,3,77,107,3659
3660,3,77,117,3660
