element_type,now_cost,total_points,id
4,84,142,3217
4,84,141,3218
4,84,130,3219
4,84,140,3220
4,84,141,3221
4,84,141,3222
4,84,144,3223
4,84,142,3224
4,84,136,3225
4,84,143,3226
4,84,133,3227
4,84,143,3228
4,84,137,3229
4,84,137,3230
4,84,133,3231
4,84,130,3232
4,84,136,3233
4,84,141,3234
4,84,134,3235
4,84,136,3236
4,84,135,3237
4,84,129,3238
4,84,136,3239
4,84,137,3240
4,84,135,3241
4,84,130,3242
4,84,127,3243
4,84,128,3244
4,84,140,3245
4,84,133,3246
4,84,144,3247
4,84,138,3248
4,84,131,3249
4,84,142,3250
4,84,135,3251
4,84,137,3252
4,84,132,3253
4,84,135,3254
4,84,141,3255
4,84,135,3256
4,84,136,3257
4,84,135,3258
4,84,134,3259
4,84,130,3260
4,84,133,3261
4,84,136,3262
4,84,131,3263
4,84,142,3264
3,85,153,3265
3,85,114,3266
3,85,141,3267
3,85,164,3268
3,85,164,3269
3,85,151,3270
3,85,120,3271
3,85,159,3272
3,85,140,3273
3,85,127,3274
3,85,165,3275
3,85,138,3276
3,85,166,3277
3,85,128,3278
3,85,140,3279
3,85,153,3280
3,85,158,3281
3,85,134,3282
3,85,127,3283
3,85,120,3284
3,85,113,3285
3,85,157,3286
3,85,138,3287
3,85,160,3288
3,85,113,3289
3,85,155,3290
3,85,163,3291
3,85,155,3292
3,85,143,3293
3,85,156,3294
3,85,164,3295
3,85,126,3296
3,85,132,3297
3,85,111,3298
3,85,145,3299
3,85,167,3300
3,85,151,3301
3,85,129,3302
3,85,165,3303
3,85,128,3304
3,85,149,3305
3,85,162,3306
3,85,113,3307
3,85,165,3308
3,85,155,3309
3,85,131,3310
3,85,144,3311
3,85,111,3312
3,85,133,3313
3,85,149,3314
3,85,158,3315
3,85,127,3316
3,85,114,3317
3,85,142,3318
3,85,156,3319
3,85,133,3320
3,85,153,3321
3,85,130,3322
3,85,149,3323
3,85,143,3324
3,85,151,3325
3,85,127,3326
3,85,121,3327
3,85,115,3328
3,85,138,3329
3,85,159,3330
3,85,167,3331
3,85,140,3332
3,86,168,3333
3,86,118,3334
3,86,135,3335
3,86,135,3336
3,86,165,3337
3,86,164,3338
3,86,148,3339
3,86,161,3340
3,86,158,3341
3,86,140,3342
3,86,110,3343
3,86,165,3344
3,86,170,3345
3,86,171,3346
3,86,139,3347
3,86,132,3348
3,86,122,3349
3,86,148,3350
3,86,124,3351
3,86,173,3352
3,86,152,3353
3,86,132,3354
3,86,155,3355
3,86,150,3356
3,86,144,3357
3,86,122,3358
3,86,154,3359
3,86,117,3360
3,86,135,3361
3,86,107,3362
3,86,110,3363
3,86,115,3364
3,86,151,3365
3,86,148,3366
3,86,131,3367
3,86,147,3368
3,86,134,3369
3,86,115,3370
3,86,154,3371
3,86,153,3372
3,86,156,3373
3,86,157,3374
3,86,130,3375
3,86,109,3376
3,86,117,3377
3,86,108,3378
3,86,112,3379
3,86,165,3380
3,86,115,3381
3,86,116,3382
3,86,174,3383
3,86,137,3384
3,86,151,3385
3,86,158,3386
3,86,121,3387
3,86,143,3388
3,86,162,3389
3,86,144,3390
3,86,173,3391
3,86,130,3392
3,86,159,3393
3,86,141,3394
3,86,130,3395
3,86,136,3396
3,86,120,3397
3,86,148,3398
3,86,175,3399
3,87,144,3400
3,87,167,3401
3,87,148,3402
3,87,154,3403
3,87,112,3404
3,87,113,3405
3,87,140,3406
3,87,109,3407
3,87,137,3408
3,87,141,3409
3,87,156,3410
3,87,169,3411
3,87,174,3412
3,87,125,3413
3,87,132,3414
3,87,125,3415
3,87,150,3416
3,87,171,3417
3,87,170,3418
3,87,149,3419
3,87,169,3420
3,87,155,3421
3,87,178,3422
3,87,126,3423
3,87,137,3424
3,87,164,3425
3,87,127,3426
3,87,170,3427
3,87,124,3428
3,87,152,3429
3,87,161,3430
3,87,140,3431
3,87,159,3432
3,87,172,3433
3,87,158,3434
3,87,138,3435
3,87,116,3436
3,87,164,3437
3,87,164,3438
3,87,157,3439
3,87,150,3440
3,87,173,3441
3,87,148,3442
3,87,154,3443
3,87,153,3444
3,87,110,3445
3,87,115,3446
3,87,134,3447
3,87,142,3448
3,87,175,3449
3,87,141,3450
3,87,111,3451
3,87,127,3452
3,87,155,3453
3,87,168,3454
3,87,173,3455
3,87,150,3456
3,87,109,3457
3,87,152,3458
3,87,127,3459
3,87,146,3460
3,87,123,3461
3,87,171,3462
3,87,161,3463
3,87,117,3464
3,87,131,3465
3,87,150,3466
3,87,157,3467
3,87,134,3468
3,88,135,3469
3,88,134,3470
3,88,153,3471
3,88,141,3472
3,88,133,3473
3,88,162,3474
3,88,145,3475
3,88,159,3476
3,88,136,3477
3,88,133,3478
3,88,163,3479
3,88,133,3480
3,88,132,3481
3,88,159,3482
3,88,131,3483
3,88,161,3484
3,88,156,3485
3,88,130,3486
3,88,134,3487
3,88,145,3488
3,88,140,3489
3,88,147,3490
3,88,148,3491
3,88,145,3492
3,88,143,3493
3,88,155,3494
3,88,146,3495
3,88,147,3496
3,88,161,3497
3,88,138,3498
3,88,155,3499
3,88,143,3500
3,88,130,3501
3,88,135,3502
3,88,154,3503
3,88,133,3504
3,88,148,3505
3,88,163,3506
3,88,138,3507
3,88,143,3508
3,88,150,3509
3,88,159,3510
3,88,151,3511
3,88,145,3512
3,88,145,3513
3,88,150,3514
3,88,149,3515
3,88,144,3516
3,88,142,3517
3,88,164,3518
3,88,129,3519
3,88,159,3520
3,88,156,3521
3,88,140,3522
3,88,155,3523
3,88,129,3524
3,88,128,3525
3,88,143,3526
3,88,145,3527
3,88,129,3528
3,88,142,3529
3,88,141,3530
3,88,140,3531
3,88,139,3532
3,88,141,3533
3,88,135,3534
3,88,165,3535
3,88,148,3536
4,89,145,3537
4,89,164,3538
4,89,146,3539
4,89,140,3540
4,89,152,3541
4,89,149,3542
4,89,135,3543
4,89,146,3544
4,89,136,3545
4,89,116,3546
4,89,145,3547
4,89,166,3548
4,89,149,3549
4,89,137,3550
3,89,159,3551
4,89,148,3552
4,89,139,3553
4,89,140,3554
3,89,145,3555
3,89,165,3556
4,89,146,3557
4,89,152,3558
3,89,163,3559
3,89,165,3560
4,89,148,3561
4,89,161,3562
4,89,167,3563
4,89,135,3564
4,89,139,3565
4,89,174,3566
4,89,140,3567
4,89,156,3568
3,89,153,3569
3,89,125,3570
4,89,158,3571
3,89,147,3572
4,89,157,3573
3,89,121,3574
3,89,138,3575
4,89,131,3576
4,89,172,3577
4,89,134,3578
4,89,162,3579
4,89,140,3580
3,89,130,3581
3,89,136,3582
3,89,144,3583
4,89,144,3584
4,89,130,3585
4,89,146,3586
4,89,138,3587
4,89,169,3588
4,89,156,3589
4,89,169,3590
3,89,162,3591
4,89,155,3592
3,89,142,3593
4,89,141,3594
3,89,139,3595
3,89,150,3596
4,89,149,3597
3,89,137,3598
4,89,138,3599
3,89,147,3600
3,89,179,3601
4,89,148,3602
4,89,132,3603
3,89,154,3604
3,89,139,3605
4,90,153,3606
4,90,148,3607
4,90,150,3608
4,90,146,3609
4,90,179,3610
4,90,181,3611
4,90,162,3612
4,90,120,3613
4,90,153,3614
4,90,145,3615
4,90,141,3616
4,90,153,3617
4,90,118,3618
4,90,179,3619
4,90,159,3620
4,90,161,3621
4,90,146,3622
4,90,149,3623
4,90,151,3624
4,90,126,3625
4,90,147,3626
4,90,148,3627
4,90,151,3628
4,90,151,3629
4,90,158,3630
4,90,144,3631
4,90,162,3632
4,90,153,3633
4,90,143,3634
4,90,141,3635
4,90,140,3636
4,90,129,3637
4,90,126,3638
4,90,160,3639
4,90,156,3640
4,90,179,3641
4,90,161,3642
4,90,161,3643
4,90,167,3644
4,90,145,3645
4,90,167,3646
4,90,152,3647
4,90,145,3648
4,90,155,3649
4,90,163,3650
4,90,147,3651
4,90,149,3652
4,90,139,3653
4,90,132,3654
4,90,156,3655
4,90,158,3656
4,90,154,3657
4,90,145,3658
4,90,144,3659
4,90,162,3660
4,90,166,3661
4,90,162,3662
4,90,183,3663
4,90,132,3664
4,90,145,3665
4,90,149,3666
4,90,153,3667
4,90,146,3668
4,90,173,3669
4,90,157,3670
4,90,129,3671
4,90,159,3672
3,91,178,3673
3,91,149,3674
3,91,128,3675
4,91,163,3676
3,91,127,3677
3,91,178,3678
4,91,139,3679
3,91,119,3680
4,91,158,3681
4,91,181,3682
4,91,142,3683
4,91,181,3684
4,91,148,3685
4,91,142,3686
3,91,142,3687
4,91,153,3688
4,91,151,3689
4,91,166,3690
4,91,150,3691
3,91,175,3692
4,91,182,3693
4,91,122,3694
4,91,146,3695
4,91,154,3696
4,91,176,3697
4,91,172,3698
4,91,143,3699
4,91,156,3700
4,91,138,3701
3,91,177,3702
4,91,123,3703
4,91,123,3704
4,91,138,3705
3,91,168,3706
4,91,146,3707
4,91,159,3708
3,91,129,3709
4,91,143,3710
4,91,151,3711
3,91,132,3712
4,91,144,3713
3,91,139,3714
3,91,160,3715
3,91,170,3716
4,91,150,3717
4,91,155,3718
4,91,184,3719
4,91,164,3720
4,91,122,3721
4,91,185,3722
4,91,171,3723
4,91,183,3724
4,91,157,3725
3,91,156,3726
3,91,162,3727
4,91,170,3728
4,91,141,3729
4,91,186,3730
4,91,136,3731
3,91,164,3732
3,91,153,3733
4,91,146,3734
3,91,122,3735
4,91,139,3736
4,91,121,3737
4,91,154,3738
4,91,171,3739
4,91,153,3740
4,91,145,3741
3,92,181,3742
3,92,146,3743
3,92,177,3744
3,92,177,3745
3,92,174,3746
3,92,151,3747
3,92,125,3748
3,92,159,3749
3,92,156,3750
3,92,132,3751
3,92,162,3752
3,92,188,3753
3,92,163,3754
3,92,137,3755
3,92,161,3756
3,92,149,3757
3,92,164,3758
3,92,164,3759
3,92,154,3760
3,92,150,3761
3,92,132,3762
3,92,185,3763
3,92,138,3764
3,92,124,3765
3,92,126,3766
3,92,153,3767
3,92,146,3768
3,92,127,3769
3,92,169,3770
3,92,141,3771
3,92,125,3772
3,92,128,3773
3,92,158,3774
3,92,170,3775
3,92,183,3776
3,92,178,3777
3,92,172,3778
3,92,178,3779
3,92,125,3780
3,92,154,3781
3,92,162,3782
3,92,129,3783
3,92,155,3784
3,92,165,3785
3,92,148,3786
3,92,175,3787
3,92,175,3788
3,92,126,3789
3,92,164,3790
3,92,143,3791
3,92,134,3792
3,92,132,3793
3,92,138,3794
3,92,176,3795
3,92,168,3796
3,92,138,3797
3,92,167,3798
3,92,169,3799
3,92,162,3800
3,92,166,3801
3,92,164,3802
3,92,151,3803
3,92,175,3804
3,92,153,3805
3,92,140,3806
3,92,134,3807
3,92,175,3808
3,92,132,3809
4,93,134,3810
4,93,149,3811
4,93,133,3812
3,93,159,3813
4,93,179,3814
4,93,130,3815
4,93,126,3816
3,93,186,3817
3,93,168,3818
4,93,159,3819
4,93,148,3820
3,93,176,3821
3,93,128,3822
3,93,140,3823
3,93,152,3824
4,93,177,3825
4,93,159,3826
4,93,172,3827
3,93,173,3828
4,93,174,3829
3,93,145,3830
3,93,178,3831
4,93,188,3832
4,93,167,3833
3,93,139,3834
3,93,157,3835
3,93,127,3836
3,93,167,3837
4,93,145,3838
4,93,165,3839
3,93,176,3840
3,93,188,3841
4,93,135,3842
4,93,177,3843
3,93,158,3844
4,93,184,3845
3,93,133,3846
4,93,141,3847
4,93,185,3848
4,93,170,3849
3,93,188,3850
3,93,185,3851
4,93,151,3852
4,93,135,3853
4,93,150,3854
3,93,155,3855
4,93,173,3856
3,93,168,3857
4,93,172,3858
4,93,161,3859
4,93,184,3860
4,93,183,3861
4,93,147,3862
4,93,149,3863
4,93,160,3864
3,93,146,3865
4,93,136,3866
3,93,134,3867
3,93,162,3868
4,93,172,3869
4,93,145,3870
3,93,160,3871
4,93,165,3872
4,93,182,3873
3,93,165,3874
3,93,154,3875
3,93,154,3876
4,94,180,3877
4,94,142,3878
4,94,175,3879
4,94,149,3880
4,94,129,3881
4,94,134,3882
4,94,169,3883
4,94,182,3884
4,94,151,3885
4,94,170,3886
4,94,176,3887
4,94,169,3888
4,94,180,3889
4,94,163,3890
4,94,169,3891
4,94,142,3892
4,94,133,3893
4,94,135,3894
4,94,188,3895
4,94,138,3896
4,94,192,3897
4,94,186,3898
4,94,182,3899
4,94,164,3900
4,94,155,3901
4,94,143,3902
4,94,148,3903
4,94,145,3904
4,94,184,3905
4,94,149,3906
4,94,161,3907
4,94,132,3908
4,94,149,3909
4,94,168,3910
4,94,144,3911
4,94,191,3912
4,94,177,3913
4,94,150,3914
4,94,180,3915
4,94,183,3916
4,94,171,3917
4,94,146,3918
4,94,153,3919
4,94,151,3920
4,94,160,3921
4,94,162,3922
4,94,133,3923
4,94,134,3924
4,94,180,3925
4,94,152,3926
4,94,132,3927
4,94,138,3928
4,94,174,3929
4,94,190,3930
4,94,139,3931
4,94,170,3932
4,94,183,3933
4,94,143,3934
4,94,194,3935
4,94,158,3936
4,94,134,3937
4,94,169,3938
4,94,142,3939
4,94,184,3940
4,94,134,3941
4,94,130,3942
4,94,133,3943
4,94,192,3944
4,95,146,3945
4,95,160,3946
3,95,170,3947
3,95,184,3948
3,95,137,3949
3,95,172,3950
3,95,135,3951
3,95,133,3952
3,95,167,3953
3,95,189,3954
3,95,149,3955
3,95,154,3956
4,95,168,3957
3,95,172,3958
4,95,145,3959
4,95,176,3960
3,95,154,3961
3,95,162,3962
4,95,171,3963
4,95,158,3964
3,95,160,3965
4,95,175,3966
4,95,145,3967
3,95,167,3968
4,95,171,3969
3,95,163,3970
4,95,162,3971
3,95,179,3972
3,95,144,3973
3,95,171,3974
4,95,134,3975
4,95,195,3976
3,95,132,3977
4,95,171,3978
4,95,135,3979
3,95,153,3980
3,95,157,3981
3,95,156,3982
4,95,156,3983
4,95,175,3984
3,95,168,3985
3,95,152,3986
4,95,161,3987
3,95,175,3988
3,95,161,3989
4,95,160,3990
3,95,166,3991
4,95,153,3992
3,95,191,3993
4,95,154,3994
3,95,197,3995
3,95,163,3996
3,95,134,3997
3,95,144,3998
3,95,160,3999
4,95,159,4000
3,95,162,4001
3,95,164,4002
4,95,144,4003
4,95,171,4004
3,95,179,4005
3,95,176,4006
3,95,164,4007
3,95,170,4008
4,95,175,4009
3,95,160,4010
4,95,171,4011
4,95,157,4012
4,95,164,4013
3,96,172,4014
3,96,174,4015
3,96,164,4016
3,96,163,4017
3,96,160,4018
3,96,170,4019
3,96,158,4020
3,96,162,4021
3,96,166,4022
3,96,165,4023
3,96,156,4024
3,96,154,4025
3,96,167,4026
3,96,169,4027
3,96,165,4028
3,96,159,4029
3,96,164,4030
3,96,173,4031
3,96,165,4032
3,96,178,4033
3,96,169,4034
3,96,178,4035
3,96,168,4036
3,96,158,4037
3,96,170,4038
3,96,158,4039
3,96,177,4040
3,96,155,4041
3,96,169,4042
3,96,169,4043
3,96,173,4044
3,96,160,4045
3,96,167,4046
3,96,177,4047
3,96,161,4048
3,96,160,4049
3,96,161,4050
3,96,159,4051
3,96,164,4052
3,96,157,4053
3,96,159,4054
3,96,159,4055
3,96,174,4056
3,96,178,4057
3,96,163,4058
3,96,167,4059
3,96,173,4060
3,96,166,4061
3,96,158,4062
3,96,174,4063
3,96,171,4064
3,96,163,4065
3,96,175,4066
3,96,158,4067
3,96,159,4068
3,96,165,4069
3,96,165,4070
3,96,164,4071
3,96,158,4072
3,96,159,4073
3,96,168,4074
3,96,168,4075
3,96,159,4076
3,96,167,4077
3,96,156,4078
3,96,175,4079
3,96,155,4080
3,96,174,4081
4,97,170,4082
3,97,178,4083
3,97,178,4084
4,97,170,4085
4,97,173,4086
4,97,166,4087
3,97,171,4088
4,97,168,4089
3,97,163,4090
3,97,179,4091
3,97,183,4092
4,97,174,4093
4,97,167,4094
3,97,177,4095
4,97,177,4096
3,97,159,4097
3,97,161,4098
4,97,169,4099
3,97,158,4100
3,97,161,4101
4,97,176,4102
4,97,168,4103
3,97,166,4104
3,97,159,4105
3,97,161,4106
4,97,157,4107
3,97,180,4108
3,97,173,4109
3,97,165,4110
3,97,164,4111
4,97,160,4112
4,97,161,4113
4,97,168,4114
4,97,163,4115
3,97,184,4116
4,97,176,4117
3,97,161,4118
3,97,166,4119
4,97,174,4120
3,97,159,4121
4,97,176,4122
3,97,171,4123
4,97,162,4124
3,97,157,4125
4,97,163,4126
4,97,169,4127
4,97,173,4128
4,97,169,4129
4,97,166,4130
4,97,155,4131
4,97,169,4132
3,97,157,4133
4,97,181,4134
3,97,168,4135
3,97,164,4136
4,97,166,4137
4,97,159,4138
4,97,179,4139
4,97,176,4140
3,97,178,4141
4,97,160,4142
4,97,158,4143
4,97,163,4144
3,97,167,4145
4,97,160,4146
3,97,162,4147
3,97,157,4148
3,97,157,4149
4,97,177,4150
4,98,185,4151
4,98,177,4152
4,98,160,4153
4,98,168,4154
4,98,174,4155
4,98,176,4156
3,98,177,4157
3,98,183,4158
3,98,174,4159
4,98,171,4160
3,98,170,4161
4,98,163,4162
4,98,165,4163
4,98,168,4164
4,98,164,4165
4,98,162,4166
4,98,166,4167
3,98,169,4168
3,98,183,4169
4,98,167,4170
4,98,163,4171
4,98,180,4172
4,98,167,4173
3,98,161,4174
4,98,178,4175
3,98,166,4176
4,98,170,4177
4,98,176,4178
3,98,155,4179
3,98,177,4180
3,98,164,4181
4,98,186,4182
4,98,161,4183
3,98,172,4184
3,98,181,4185
3,98,162,4186
4,98,160,4187
4,98,178,4188
3,98,183,4189
4,98,183,4190
3,98,178,4191
4,98,166,4192
4,98,166,4193
3,98,177,4194
4,98,161,4195
3,98,175,4196
3,98,185,4197
3,98,182,4198
4,98,177,4199
3,98,173,4200
4,98,181,4201
4,98,174,4202
3,98,169,4203
4,98,161,4204
3,98,175,4205
4,98,180,4206
3,98,179,4207
3,98,182,4208
4,98,164,4209
3,98,179,4210
3,98,186,4211
3,98,181,4212
3,98,177,4213
4,98,168,4214
4,98,186,4215
3,98,183,4216
4,98,158,4217
4,98,160,4218
3,98,170,4219
4,99,170,4220
4,99,186,4221
4,99,158,4222
4,99,165,4223
4,99,185,4224
4,99,160,4225
4,99,169,4226
4,99,182,4227
4,99,176,4228
4,99,164,4229
4,99,185,4230
4,99,176,4231
4,99,186,4232
4,99,174,4233
4,99,187,4234
4,99,188,4235
4,99,182,4236
4,99,169,4237
4,99,167,4238
4,99,177,4239
4,99,159,4240
4,99,177,4241
4,99,190,4242
4,99,168,4243
4,99,181,4244
4,99,188,4245
4,99,160,4246
4,99,182,4247
4,99,166,4248
4,99,159,4249
4,99,162,4250
4,99,185,4251
4,99,164,4252
4,99,167,4253
4,99,190,4254
4,99,165,4255
4,99,184,4256
4,99,172,4257
4,99,169,4258
4,99,176,4259
4,99,177,4260
4,99,180,4261
4,99,170,4262
4,99,172,4263
4,99,179,4264
4,99,170,4265
4,99,182,4266
4,99,159,4267
4,99,189,4268
4,99,162,4269
4,99,167,4270
4,99,183,4271
4,99,165,4272
4,99,186,4273
4,99,160,4274
4,99,159,4275
4,99,185,4276
4,99,190,4277
4,99,181,4278
4,99,165,4279
4,99,158,4280
4,99,167,4281
4,99,187,4282
4,99,177,4283
4,99,169,4284
4,99,190,4285
4,99,158,4286
4,99,179,4287
3,100,171,4288
3,100,184,4289
3,100,172,4290
3,100,181,4291
3,100,177,4292
3,100,180,4293
3,100,173,4294
3,100,173,4295
3,100,172,4296
3,100,181,4297
3,100,172,4298
3,100,169,4299
3,100,180,4300
3,100,180,4301
3,100,183,4302
3,100,182,4303
3,100,177,4304
3,100,171,4305
3,100,184,4306
3,100,170,4307
3,100,176,4308
3,100,185,4309
3,100,184,4310
3,100,174,4311
3,100,168,4312
3,100,184,4313
3,100,179,4314
3,100,183,4315
3,100,183,4316
3,100,175,4317
3,100,168,4318
3,100,185,4319
3,100,177,4320
3,100,175,4321
3,100,176,4322
3,100,180,4323
3,100,184,4324
3,100,183,4325
3,100,167,4326
3,100,174,4327
3,100,167,4328
3,100,175,4329
3,100,182,4330
3,100,167,4331
3,100,169,4332
3,100,174,4333
3,100,173,4334
3,100,185,4335
3,100,179,4336
3,100,174,4337
3,100,176,4338
3,100,167,4339
3,100,169,4340
3,100,173,4341
3,100,182,4342
3,100,175,4343
3,100,168,4344
3,100,172,4345
3,100,171,4346
3,100,172,4347
3,100,175,4348
3,100,182,4349
3,100,169,4350
3,100,180,4351
3,100,182,4352
3,100,184,4353
3,100,176,4354
3,100,179,4355
3,101,172,4356
3,101,185,4357
3,101,183,4358
3,101,197,4359
3,101,174,4360
3,101,177,4361
3,101,219,4362
3,101,218,4363
3,101,220,4364
3,101,176,4365
3,101,143,4366
3,101,181,4367
3,101,145,4368
3,101,190,4369
3,101,171,4370
3,101,218,4371
3,101,180,4372
3,101,154,4373
3,101,178,4374
3,101,137,4375
3,101,192,4376
3,101,140,4377
3,101,176,4378
3,101,173,4379
3,101,173,4380
3,101,186,4381
3,101,173,4382
3,101,181,4383
3,101,182,4384
3,101,152,4385
3,101,178,4386
3,101,182,4387
3,101,173,4388
3,101,200,4389
3,101,184,4390
3,101,167,4391
3,101,188,4392
3,101,180,4393
3,101,141,4394
3,101,204,4395
3,101,182,4396
3,101,198,4397
3,101,173,4398
3,101,179,4399
3,101,178,4400
3,101,182,4401
3,101,183,4402
3,101,180,4403
3,101,184,4404
3,101,151,4405
3,101,178,4406
3,101,159,4407
3,101,212,4408
3,101,164,4409
3,101,160,4410
3,101,211,4411
3,101,178,4412
3,101,179,4413
3,101,174,4414
3,101,176,4415
3,101,188,4416
3,101,199,4417
3,101,173,4418
3,101,185,4419
3,101,186,4420
3,101,181,4421
3,101,187,4422
3,101,171,4423
3,101,201,4424
3,102,176,4425
3,102,192,4426
3,102,226,4427
3,102,178,4428
3,102,143,4429
3,102,176,4430
3,102,189,4431
3,102,178,4432
3,102,195,4433
3,102,146,4434
3,102,190,4435
3,102,161,4436
3,102,190,4437
3,102,206,4438
3,102,149,4439
3,102,159,4440
3,102,185,4441
3,102,172,4442
3,102,188,4443
3,102,186,4444
3,102,178,4445
3,102,168,4446
3,102,189,4447
3,102,176,4448
3,102,188,4449
3,102,183,4450
3,102,162,4451
3,102,168,4452
3,102,188,4453
3,102,178,4454
3,102,182,4455
3,102,173,4456
3,102,189,4457
3,102,174,4458
3,102,183,4459
3,102,173,4460
3,102,183,4461
3,102,171,4462
3,102,179,4463
3,102,173,4464
3,102,185,4465
3,102,168,4466
3,102,220,4467
3,102,176,4468
3,102,174,4469
3,102,177,4470
3,102,188,4471
3,102,153,4472
3,102,208,4473
3,102,189,4474
3,102,178,4475
3,102,181,4476
3,102,159,4477
3,102,182,4478
3,102,217,4479
3,102,143,4480
3,102,190,4481
3,102,197,4482
3,102,176,4483
3,102,179,4484
3,102,171,4485
3,102,137,4486
3,102,177,4487
3,102,172,4488
3,102,184,4489
3,102,190,4490
3,102,175,4491
3,102,176,4492
3,102,141,4493
3,103,213,4494
3,103,228,4495
3,103,152,4496
3,103,209,4497
3,103,219,4498
3,103,191,4499
3,103,224,4500
3,103,227,4501
3,103,140,4502
3,103,219,4503
3,103,138,4504
3,103,169,4505
3,103,183,4506
3,103,170,4507
3,103,210,4508
3,103,142,4509
3,103,223,4510
3,103,173,4511
3,103,207,4512
3,103,202,4513
3,103,152,4514
3,103,222,4515
3,103,229,4516
3,103,181,4517
3,103,181,4518
3,103,204,4519
3,103,196,4520
3,103,222,4521
3,103,172,4522
3,103,186,4523
3,103,190,4524
3,103,224,4525
3,103,187,4526
3,103,202,4527
3,103,138,4528
3,103,157,4529
3,103,165,4530
3,103,227,4531
3,103,150,4532
3,103,144,4533
3,103,139,4534
3,103,141,4535
3,103,185,4536
3,103,148,4537
3,103,213,4538
3,103,140,4539
3,103,156,4540
3,103,153,4541
3,103,167,4542
3,103,201,4543
3,103,227,4544
3,103,160,4545
3,103,180,4546
3,103,153,4547
3,103,156,4548
3,103,195,4549
3,103,149,4550
3,103,229,4551
3,103,224,4552
3,103,230,4553
3,103,215,4554
3,103,227,4555
3,103,189,4556
3,103,170,4557
3,103,225,4558
3,103,186,4559
3,103,221,4560
3,103,175,4561
4,104,232,4562
4,104,174,4563
3,104,164,4564
3,104,217,4565
3,104,175,4566
4,104,186,4567
4,104,207,4568
3,104,232,4569
4,104,194,4570
3,104,147,4571
4,104,187,4572
4,104,164,4573
3,104,191,4574
4,104,203,4575
3,104,154,4576
4,104,188,4577
3,104,197,4578
4,104,188,4579
3,104,146,4580
4,104,214,4581
4,104,199,4582
3,104,153,4583
4,104,204,4584
4,104,173,4585
4,104,163,4586
3,104,189,4587
3,104,145,4588
3,104,186,4589
3,104,197,4590
3,104,167,4591
4,104,225,4592
4,104,181,4593
3,104,187,4594
3,104,213,4595
4,104,208,4596
3,104,157,4597
3,104,184,4598
3,104,188,4599
3,104,215,4600
4,104,155,4601
3,104,204,4602
3,104,187,4603
4,104,183,4604
3,104,199,4605
4,104,192,4606
3,104,170,4607
3,104,196,4608
3,104,209,4609
4,104,164,4610
4,104,157,4611
4,104,203,4612
4,104,178,4613
4,104,146,4614
4,104,209,4615
4,104,202,4616
4,104,145,4617
3,104,208,4618
4,104,201,4619
4,104,190,4620
3,104,206,4621
4,104,179,4622
3,104,201,4623
4,104,201,4624
3,104,197,4625
4,104,190,4626
4,104,202,4627
4,104,225,4628
3,104,175,4629
3,104,188,4630
3,105,183,4631
3,105,200,4632
4,105,195,4633
3,105,169,4634
4,105,190,4635
3,105,199,4636
4,105,182,4637
3,105,209,4638
3,105,179,4639
3,105,175,4640
4,105,207,4641
4,105,177,4642
3,105,188,4643
3,105,202,4644
4,105,204,4645
4,105,201,4646
4,105,227,4647
3,105,153,4648
4,105,175,4649
4,105,227,4650
3,105,157,4651
4,105,215,4652
4,105,147,4653
3,105,161,4654
3,105,168,4655
3,105,206,4656
4,105,195,4657
3,105,180,4658
3,105,205,4659
4,105,167,4660
3,105,198,4661
3,105,167,4662
3,105,187,4663
3,105,196,4664
4,105,218,4665
4,105,203,4666
3,105,189,4667
3,105,169,4668
3,105,159,4669
3,105,191,4670
3,105,155,4671
4,105,228,4672
3,105,197,4673
3,105,211,4674
3,105,172,4675
4,105,174,4676
4,105,211,4677
3,105,212,4678
4,105,221,4679
3,105,180,4680
4,105,225,4681
4,105,189,4682
4,105,177,4683
4,105,220,4684
3,105,190,4685
4,105,205,4686
3,105,180,4687
4,105,195,4688
4,105,165,4689
4,105,182,4690
4,105,177,4691
4,105,186,4692
4,105,144,4693
4,105,166,4694
3,105,167,4695
3,105,229,4696
4,105,193,4697
3,105,234,4698
3,105,182,4699
4,106,193,4700
3,106,202,4701
3,106,194,4702
3,106,206,4703
3,106,229,4704
4,106,153,4705
3,106,184,4706
4,106,214,4707
3,106,235,4708
3,106,161,4709
3,106,206,4710
4,106,185,4711
4,106,232,4712
4,106,238,4713
3,106,153,4714
4,106,183,4715
3,106,230,4716
3,106,189,4717
3,106,208,4718
3,106,153,4719
4,106,195,4720
3,106,157,4721
4,106,194,4722
3,106,197,4723
3,106,170,4724
4,106,202,4725
3,106,190,4726
3,106,149,4727
3,106,172,4728
4,106,210,4729
3,106,197,4730
3,106,203,4731
4,106,212,4732
3,106,211,4733
4,106,185,4734
4,106,193,4735
3,106,193,4736
3,106,179,4737
3,106,198,4738
3,106,204,4739
4,106,177,4740
3,106,227,4741
4,106,207,4742
4,106,186,4743
3,106,178,4744
3,106,208,4745
3,106,188,4746
4,106,173,4747
3,106,202,4748
3,106,226,4749
3,106,194,4750
4,106,182,4751
4,106,180,4752
3,106,202,4753
4,106,229,4754
4,106,186,4755
3,106,175,4756
3,106,159,4757
4,106,203,4758
3,106,189,4759
3,106,169,4760
4,106,200,4761
4,106,182,4762
3,106,153,4763
3,106,175,4764
4,106,174,4765
3,106,197,4766
4,106,156,4767
4,106,206,4768
4,107,211,4769
